Gene1	Gene2
Q99459	P26368
Q15904	P21283
Q9Y383	Q02543
Q9NW13	P46777
P19338	P32969
Q12873	Q8TAQ2
O75934	Q15029
Q9BYD2	Q9Y3B7
Q14978	Q9Y2X3
Q16540	P82933
Q9BYN8	Q9Y2Q9
Q9BYD3	Q9H2W6
Q9BRJ2	Q9HD33
Q14978	P62753
Q07020	P26368
Q08211	P62280
Q08211	P46782
Q08211	Q9UQ35
P55769	Q14498
P15880	Q01081
Q14746	Q9Y2V7
P38919	Q13243
Q08211	Q9BXP5
Q9UKV3	O43143
O76021	P36578
P55081	O15042
P82933	Q9Y2Q9
P61978	Q9UQ35
P19338	P62424
Q12873	Q14839
Q9C005	P51610
Q00839	Q9UQ35
Q14746	P83436
Q9BYC8	Q96DV4
Q9Y676	P82650
Q7L014	Q12874
Q8WWY3	Q15428
P63096	P04899
P82933	Q9Y676
Q14839	Q86YP4
Q9NQ50	Q8N983
Q12905	P62753
Q9UMS4	P09012
Q7Z2W9	Q96A35
Q13547	Q92922
P19338	P83731
P68104	Q15029
Q5SNT6	Q12768
P22087	Q14978
Q5T653	Q9NQ50
Q9NQ50	Q86TS9
P22087	P62829
Q9BUQ8	Q13769
O14979	P52272
P11021	P34932
Q7Z7H8	Q8IXM3
Q00839	P11940
O75528	O75529
Q5SNT6	Q2M389
Q9Y3C0	Q12768
P55769	P05388
P07237	Q15084
P08579	Q9Y2W2
Q00839	P05387
P62316	Q13573
Q9BYD1	Q96DV4
Q9BQG0	Q02878
Q9UKV3	Q92841
Q9BYD1	Q8IXM3
Q00839	P30050
P23246	Q15029
Q15545	Q9Y4A5
Q12840	Q9NSK0
Q15291	Q92922
P09001	Q9NYK5
P53621	Q9UBF2
Q8WUB8	Q8TAQ2
P68104	P07437
Q13123	Q01081
Q9BWJ5	O75940
O43390	Q96PK6
Q9BYD2	Q9BYD1
Q5T653	Q9BYD1
P41223	P84103
Q12906	P62263
Q00839	Q9Y2X3
Q9H0H0	Q75QN2
Q12906	P32969
O95983	O60264
Q99848	P18124
O43809	P42285
Q9BYD2	Q9BYC8
Q14978	P62266
P17844	O00425
Q7Z7H8	Q16540
Q9NYV4	O43172
P55209	P61247
Q9BYD2	Q16540
Q9BQE3	P68366
P09001	Q7Z7F7
Q9Y6G9	P51808
P14625	P11021
P11940	Q13573
Q9BQG0	Q07020
Q9BQG0	P15880
Q00839	P62263
Q00839	P15880
Q8WUB8	Q92922
Q92499	Q14103
P68104	P22087
Q99459	O43390
Q9BRJ2	Q8N5N7
P17844	Q92620
P55769	O75934
P21675	Q5VWG9
Q96HW7	Q9NV88
P08238	Q02878
P82664	O60783
Q8WUB8	P51532
Q8WUB8	Q969G3
Q00839	Q02543
P17844	Q13573
O00571	O14979
P11940	O43395
Q14978	P46777
P09651	P46782
Q99459	O43395
Q12873	Q86YP4
O43660	P09661
Q9BYD3	Q6P1L8
Q5T6F2	Q14157
Q9H9E3	Q96MW5
Q9Y3B4	Q86W42
O00567	P62899
Q9BZE1	Q9Y6G3
Q9UKV3	O94906
Q01658	Q9ULM3
Q9Y3B7	Q96DV4
Q00839	Q7Z7H8
Q9Y676	Q9BYN8
O60749	Q96QK1
O60506	Q12905
P55209	P61513
Q13243	Q53GS9
Q9NW13	P08708
Q08211	O43290
P52272	Q02543
P09001	Q86TS9
Q9Y3C0	Q641Q2
P35579	Q13813
Q9NVH2	Q75QN2
P17844	P09661
Q02878	P26368
P55769	P37108
Q9Y6G3	Q9H9J2
Q12905	P62750
O60506	Q01081
Q92925	Q12824
P14868	P41250
Q969G3	Q6STE5
Q13243	O43290
Q6UX04	P42285
Q9BYD1	P49406
P49411	P62249
Q9UMS4	Q15287
P23246	P62316
Q8WWY3	Q9HCS7
P05141	P32969
P82650	P82673
P62837	P68036
P17844	P38919
P42285	P62316
O43660	Q9HCS7
Q99459	O75643
P68104	O00567
P55769	P62280
O14497	Q8WUB8
O14979	Q9BUJ2
P11142	P62701
P09651	P62753
Q99459	P38919
P49411	P62241
P08107	P67809
O43143	Q16629
P05141	P07900
Q9UKV3	Q15459
P62847	P26368
Q9Y3D3	P82663
O43143	Q13243
Q9NYK5	Q86TS9
Q13404	O00762
Q9P013	Q15427
Q12768	A8K0Z3
Q15459	P42285
Q08211	P61513
Q16540	Q4U2R6
P11142	P51991
Q9Y6W5	O00401
Q9Y3B4	O43290
Q9Y3C0	Q5SNT6
P17844	Q9UMS4
P61978	Q12906
O76021	P62081
P25787	P55072
Q9Y3B4	Q9UHX1
P09651	P23396
Q14011	Q15637
Q15393	P78371
O00268	Q9Y4A5
O14497	Q92925
Q00839	P05388
Q9Y3B7	P49406
Q9UMS4	Q05519
Q12873	Q09028
P14625	P07237
P19338	P26599
P51610	O43318
P13639	P14866
P50148	Q5JWF2
P11940	P09012
Q14978	P36578
Q96A35	P82675
P52272	P62888
P17844	P13639
Q13547	Q96GM5
Q9Y3C0	Q2M389
P05141	P62241
P52815	Q9BZE1
Q13084	Q9Y2R9
P09001	P49406
Q16540	P82664
P31942	O43390
Q92922	Q92925
P07910	Q9UKM9
Q9UMS4	Q07955
P62736	P18621
P49411	P39023
P14678	P09234
Q9BYD3	Q16540
P52272	P35268
O43660	Q15459
Q6P4R8	Q9Y265
Q9BVP2	P62847
P05141	P36578
Q9BVP2	Q9Y2X3
P68104	Q12905
P55769	P62750
P55769	O43290
P25789	P55072
Q9Y676	P82673
P52815	Q9Y2Q9
Q8NFD5	Q96GM5
Q08211	P62263
Q9BYN8	P82673
Q16630	Q8N684
Q9Y3B7	Q9BRJ2
P05141	P84098
P19338	P62913
P29992	Q5JWF2
Q92782	Q969G3
Q9Y676	Q9Y2Q9
Q5SNT6	A8K0Z3
Q92782	Q12824
O94906	Q9UQ35
Q92499	P09651
O96019	Q8NFD5
P19338	P46782
Q08211	P62753
Q9BYD6	Q9BYD3
O43390	P06748
Q92620	Q6UX04
P82650	Q9BYN8
P11021	Q15084
O75533	Q53GS9
Q16630	Q9UHX1
P09234	P09661
P13639	P37198
P61978	O60506
Q9ULR0	P09661
P17844	P62316
P38919	O43290
P52815	P82933
Q00839	P62888
P49411	P62277
Q9Y6G3	P82673
Q9UBQ5	Q7L2H7
P09001	Q8IXM3
Q9BYD6	P52815
Q6P1L8	Q9NWU5
Q7Z2W9	Q96DV4
Q9Y5S9	O95391
Q9BYD2	P52815
P13639	P51991
Q9Y4E1	A8K0Z3
Q15637	Q15029
P82933	Q9BYN8
Q14498	Q53GS9
P49756	Q9UQ35
P38919	Q07955
P38159	Q9UKM9
P82933	P82921
Q9BVP2	P62263
O00571	P26368
P52272	O60506
Q9BUQ8	O43290
P11142	P78527
P49411	P62899
Q9Y4E1	Q2M389
P61313	Q01081
P11021	Q12906
P68036	O95155
Q9UMS4	Q14498
P19338	P62917
Q969G3	Q02880
Q07955	Q9UQ35
P38919	O43395
Q16630	P26368
P61978	P11940
Q14204	P09661
Q9Y383	P62424
Q5T653	Q9NX20
Q6P1L8	Q9NX20
Q9Y3D9	Q92552
Q08211	Q53GS9
O75400	O14776
Q92499	P08107
Q00839	P62750
P38919	P84103
Q8NFD5	Q969G3
Q9Y6G3	Q9Y2Q9
Q9P015	Q7Z7F7
Q00839	P38919
P34932	P11142
P05387	P09651
P45973	O75367
Q9BYD2	Q13084
Q9NX20	P49406
Q16629	Q53GS9
Q9Y3C0	Q9Y4E1
O43143	Q9UQ35
Q96DV4	Q86TS9
O43395	P26368
Q16540	Q13084
Q00839	P62701
Q9BYD1	Q9H9J2
O75934	Q01081
Q15459	Q9HCS7
Q9Y3B7	Q9P015
P38919	O75400
Q13405	Q86TS9
P82675	P82664
P82663	P82673
P62736	P62249
O60341	Q92922
Q92747	P61160
Q92747	O15144
Q92747	P59998
Q9UKV3	Q8TDX6
P60981	Q92508
O60231	Q06547
O60231	Q3T8J9
Q9UKY7	Q92615
Q08211	Q14739
Q9UBS4	O00754
P60981	Q9HB07
P08758	Q92597
Q99848	P46087
Q00839	P46087
P46087	O00567
Q4G0N4	Q15818
Q12906	Q6NZI2
Q9HCE1	P61020
P30041	P46060
Q12905	Q15293
Q9NR30	Q13123
Q9HCE1	Q6NTF9
P62906	Q96L21
Q96L21	P62913
Q96L21	P61313
Q96L21	P18621
Q96L21	Q07020
Q9BYG3	P84098
P46087	P84098
Q96L21	P62750
P46087	P62829
Q96L21	P83731
Q6P2Q9	P61513
Q96L21	Q02878
Q96L21	P18124
Q96L21	P32969
P62906	Q8NHW5
Q96L21	Q8NHW5
P27635	Q8NHW5
P62913	Q8NHW5
P26373	Q8NHW5
P61313	Q8NHW5
P18621	Q8NHW5
Q02543	Q8NHW5
Q07020	Q8NHW5
P46778	Q8NHW5
P83731	Q8NHW5
P62888	Q8NHW5
P61513	Q8NHW5
P36578	Q8NHW5
P46777	Q8NHW5
Q02878	Q8NHW5
P62424	Q8NHW5
P18124	Q8NHW5
P62917	Q8NHW5
P32969	Q8NHW5
Q9NR30	Q15287
Q9BQG0	Q15287
Q12905	O95758
Q9UKY7	Q96E11
Q96EL3	Q96E11
Q00839	Q8IY81
Q9BQG0	Q8IY81
P46087	Q8IY81
Q02543	Q8IY81
Q9NR30	Q9Y3A4
P55769	Q9Y3A4
Q14978	Q9Y3A4
Q14498	Q9Y3A4
Q9NR30	Q15050
Q9BYG3	Q15050
Q02543	Q15050
Q02543	Q9NQ39
Q96EL3	Q9NQ39
Q8NHW5	P46783
Q8NHW5	P62280
Q8NHW5	P25398
Q8NHW5	P62277
Q8NHW5	P62263
Q8NHW5	P62244
Q96L21	P62249
Q8NHW5	P62249
Q96L21	P39019
Q8NHW5	P39019
Q8NHW5	P60866
Q8NHW5	P62851
Q12906	P62854
Q96L21	P62854
P61586	P62979
Q8NHW5	P62979
P50914	Q71UM5
Q07020	Q71UM5
P46778	Q71UM5
P83731	Q71UM5
P61513	Q71UM5
P62249	Q71UM5
P63220	Q71UM5
Q96L21	P15880
Q8NHW5	P15880
Q96L21	P61247
Q8NHW5	P61247
P49411	P23396
Q96L21	P23396
P05141	P62701
Q14978	P62701
Q96L21	P62701
Q8NHW5	P62701
Q96L21	P46782
Q8NHW5	P46782
Q71UM5	P62753
Q8NHW5	P62081
Q96L21	P62241
Q8NHW5	P62241
Q14011	Q9NQC3
O75844	P60903
O00217	Q9Y512
Q9NR30	O00422
Q15424	O00422
Q15233	O43819
Q9HCE1	Q9H4L4
O00422	Q15019
Q9UKV3	Q16181
Q14498	Q16181
Q13123	Q16181
O00422	Q16181
Q13123	O43175
O00422	O43175
P55769	O75494
Q13123	O75494
P06702	O75494
O00422	O75494
O00422	Q05519
O00422	Q07955
O00422	P84103
Q9NR30	Q13243
Q12906	Q13243
O00422	Q13243
Q9NR30	Q16629
O00422	Q16629
Q99460	O95905
O95400	O43765
O95104	O75368
Q15599	Q96ST3
P23246	Q9NWH9
P43246	O60264
O00422	P62316
Q15424	Q2TAY7
O00422	O43290
Q12906	P18583
O94906	P18583
Q92541	Q9Y5B9
O00422	Q9Y5B9
Q15233	Q9BSE5
Q96FQ6	P51688
Q96EL3	P35270
Q8N7H5	Q08945
O60232	P50225
O60232	P42226
Q9BYN0	Q9UNE7
Q9UBQ7	Q9P2R7
O95104	O95425
Q8IZX4	Q15542
O60232	P37802
P06702	Q12789
P49721	Q16762
Q96A35	Q53S58
Q9H9J2	Q53S58
P55809	Q9P0T7
O94906	Q13641
Q15424	Q13641
Q14498	Q9UI30
Q05519	Q9UI30
P84103	Q9UI30
Q9NR30	Q9Y2W1
O94906	Q9Y2W1
Q99459	Q13595
P07910	Q9BYV6
Q15424	Q9BYV6
Q05519	Q9BYV6
Q9BYN0	Q99614
Q15427	Q8TAP9
Q15424	Q01081
O60232	P62837
O43396	Q05086
Q96EL3	P11441
O00762	Q70CQ2
Q9BU02	P45974
O60232	Q9UMX0
O60232	Q9UHD9
Q15631	P15374
P35659	Q9BVJ6
O00567	Q9BVJ6
Q9Y2X3	Q9BVJ6
Q9Y3B4	Q9BVJ6
Q14498	Q9BVJ6
Q07955	Q9BVJ6
P84103	Q9BVJ6
P11387	O75691
Q96FV9	P46939
O60232	P21281
O60232	Q16864
P52888	P52735
Q9Y3E5	Q93050
Q9Y3E5	Q9Y487
O95801	Q96QK1
O75436	Q86VN1
Q96QK1	Q86VN1
Q12905	P04004
Q07955	P04004
Q10570	Q9C0J8
Q9NP79	Q9NQW7
Q96EL3	O75152
Q96FV9	Q8WU90
Q96J01	Q8WU90
Q13769	Q8WU90
Q9ULW0	Q86UK7
Q9NXH9	Q86UK7
P25490	Q96NB3
O60232	O75312
Q9BYN0	O95218
Q92747	O15145
Q92747	O15511
P30050	Q8NHW5
Q8WVC0	Q08945
Q9BPX5	O15144
P61160	Q9BPX5
Q8NHW5	P08865
Q96L21	Q02543
Q92747	P61158
P62829	Q8NHW5
Q96L21	P62424
Q96L21	P62829
Q14568	P08238
Q96L21	P62244
Q96L21	P62753
Q8NHW5	P23396
Q96L21	P46778
Q96L21	P46777
Q9BPX5	O15145
P04075	P09972
P19388	O15160
Q96L21	P62280
Q8NHW5	P62753
Q9Y312	Q6P2Q9
Q00341	Q96QK1
Q96L21	P62266
Q8NHW5	P62854
P39023	Q8NHW5
P20839	P12268
Q96L21	P62277
A6NK07	Q2VIR3
Q96L21	P50914
P55769	P62701
P62899	Q8NHW5
P05198	A6NK07
P62906	Q71UM5
P39019	Q8TCJ2
O14979	Q01130
P62841	Q8TCJ2
Q9Y3B7	Q9Y512
Q00839	Q15050
Q9BU02	Q9GZZ9
P84098	Q8NHW5
P31040	Q8WXH0
Q9Y2X0	Q9UKM9
Q9Y6Y8	P06753
P19022	P41219
Q12905	P49792
Q9Y2S0	Q9NW08
Q8NHW5	P63220
P55884	Q8NHW5
Q12906	O95202
P30044	Q92783
Q14694	Q7Z5K2
Q14498	P06702
Q12905	P18583
P06702	Q01081
Q96L21	P84098
P46777	Q9NQ39
P49406	Q2NL82
Q16629	Q12789
Q12906	O75533
Q9P2I0	Q9C0J8
O75494	P04004
Q9Y3B4	P06702
O95104	P47985
O43852	P10253
Q96FQ6	O75396
P11586	P54886
P11586	Q9NP81
P05198	Q2VIR3
P05386	Q9HC07
P31949	Q00341
P06702	O60264
P06702	O43290
P06702	Q9Y2W1
P61313	Q71UM5
P38919	P09132
P19022	P62910
O43395	P18583
Q8NHW5	P05386
Q9GZZ9	P45974
P56537	P46777
O75494	Q9BVJ6
Q13243	Q9BVJ6
Q9C0B0	P21281
Q96FX7	Q86VN1
P15374	Q96K21
Q9C0B0	Q96K21
Q16864	O95218
Q9Y3A5	Q9Y5M8
Q9Y4Z0	Q15560
Q16629	Q9BYV6
P38919	P06702
Q00839	P13473
Q9C005	Q8TCS8
Q9HCE1	P62244
O15160	O14802
P68104	Q8NHW5
Q00341	Q9UBQ0
Q99622	O15031
P11586	Q969G5
P19022	Q969G5
Q9NW13	Q5JTH9
P46087	P62753
Q92541	Q08945
Q8IZX4	Q16594
O43865	O75347
Q9UBT2	Q6YHU6
O43865	Q15654
Q96BR5	Q9BRA2
O43865	O00762
O43865	Q9UMX0
O43865	P15374
O00422	Q9BV38
Q15393	Q9BV38
P41223	Q5BKZ1
O43865	O75312
Q96L21	P36578
P24534	Q5VSL9
P62913	Q71UM5
Q13123	O60264
Q12906	Q9NRX5
Q71UM5	P62241
P33991	Q15459
O00567	P46782
Q12906	Q8N766
P46087	P46777
P46087	Q02878
Q9Y4C8	Q8IY81
Q9Y4J8	P53992
Q8N5N7	Q93050
O14802	O75575
P23246	P51571
Q00839	Q13641
Q8NHW5	P62847
Q9UEE9	Q9NPF5
O60231	Q8IWJ2
Q14CX7	P61599
P61513	Q9NQ39
Q6P1L8	P82979
Q96EL3	Q8IWZ8
O00422	Q2TAY7
Q96EL3	Q9BQ15
Q16181	Q9BYV6
O43818	P46939
Q92499	Q8IYW5
O14980	Q9UIA9
Q92499	Q96S59
Q16181	Q13243
Q15019	O60264
Q96L21	P30050
P14868	P21281
P07602	O14776
Q96L21	P62847
P62750	Q8NHW5
P84098	Q71UM5
P22087	P62701
Q8WVC0	Q9Y5B9
Q9NR30	O43390
P30044	P00441
O95182	P63173
Q12906	P84103
Q15019	Q13595
P83731	Q9NQ39
P21912	P06396
Q12996	Q9H0L4
Q8NHW5	Q71UM5
P18621	Q71UM5
O95182	O43615
Q8IWZ8	P09110
Q9UKV3	P37108
Q9BYN0	Q16864
Q15233	Q14108
Q9BVP2	Q15287
O43395	Q9Y2W1
Q8NI27	Q8WU90
O95182	Q9P2E9
Q92665	Q9Y5M8
Q01844	Q9H061
P41250	P47897
P23246	Q96DA6
Q9UHA4	Q13423
Q14974	O00410
Q92520	Q96TC7
O00264	Q15005
Q12857	O00422
O75494	Q9BYV6
Q12905	P54886
Q14152	P19338
Q9UBS4	Q13011
Q96E11	P39019
Q05519	Q9BVJ6
P23588	Q9H814
Q8IWZ8	Q9Y277
P62750	Q71UM5
P68104	Q96L21
Q00325	Q9Y487
Q9Y3A4	P26368
Q16181	Q5BKZ1
O15160	O75575
P55769	O15260
P54105	P20962
P06733	P00558
O95182	Q13526
Q9Y3A4	Q01081
O95182	Q9Y3A5
P30044	P63027
P22307	Q9Y2Q9
Q15393	Q13641
P49756	P61513
Q12905	Q9Y5L4
O75380	Q8NH73
Q9BYG3	Q02543
P61513	P12270
O43719	P00558
Q9BVP2	Q9Y3A4
Q96FV9	Q8N806
O14745	P0C7P4
Q12905	Q9NP81
Q13200	Q9UMX0
O95182	P61006
P07900	P18621
Q9BRA2	O75083
P55769	O00422
O15160	Q9Y535
Q92747	Q9BPX5
Q86TB9	O43395
P68104	P49792
Q9GZT8	O75410
P30050	Q71UM5
Q8NHW5	P05387
Q13123	Q9Y5B9
Q9BWU1	Q5T1M5
O43719	Q96TA1
Q9NTZ6	Q9NX18
Q9Y3B4	P78527
P43246	Q13243
P30041	Q9Y5J7
P50914	Q8NHW5
O95182	Q96HC4
Q71UM5	P23396
Q12857	Q9Y5H9
P19404	Q9Y639
Q9Y5K8	Q9NQW7
Q92900	Q00341
Q12857	P46087
O95182	Q9P2N5
O95182	Q96E11
O95182	Q01995
Q01130	P46937
P07910	Q16181
Q8NHW5	P08708
O95400	O00233
P61158	Q9BPX5
O43865	Q92783
Q86TS9	Q53S58
Q15434	P62995
Q15907	Q9UI12
Q13769	Q9C0E2
O94906	O00422
Q8IWZ8	P52758
P22307	O43615
Q8NHW5	P62857
Q9HCE1	P32969
Q12857	Q13595
P35268	Q71UM5
P62910	Q8NHW5
P49006	Q9NX20
O43865	O00193
Q86V81	Q04726
P50897	P18887
Q8NI27	P46939
Q12906	Q9NQC3
Q8IWZ8	Q9BQ15
Q96J01	P08670
Q12906	O60783
P55809	O95425
Q92542	P62263
Q00839	Q86TS9
Q4G0N4	Q9H1B7
Q4G0N4	Q96AC1
Q9UKY7	Q9Y3D6
Q8N2U0	P06744
Q9UKY7	Q9Y2U8
Q9UKY7	O14974
Q9H1C7	Q9UDW1
Q9H1C7	P62491
Q9UKY7	Q6P1L8
Q9UKY7	Q9Y2Q9
P23921	P51688
O43865	Q15185
Q9UKY7	Q8TAP9
P24752	Q92547
Q86TS9	Q2NL82
Q96AE4	Q9BYC8
Q92542	Q9Y2W1
Q92542	Q92878
Q92542	Q05519
P63146	Q93008
P32119	Q9BTM9
Q9BYG3	P62888
P52272	Q9UHX1
P61978	P49792
O60231	A9UHW6
P46087	Q07020
O43865	O43765
O43865	P31948
O43865	Q9Y2Z0
O43865	Q9Y6A5
O43865	Q13148
O43865	Q6YHU6
O43865	P29401
Q5UIP0	Q5JTV8
O43865	P46937
O43865	O95218
P22307	P61006
O43143	Q9Y2X3
P46776	Q71UM5
Q9BYG3	P46777
P46777	Q15050
Q16181	P04004
Q9NR30	P18583
Q92542	Q16181
Q00325	Q9H061
Q96AE4	Q8IXM3
Q9NZZ3	Q9UBT2
P22314	Q6P4I2
O75489	Q9Y512
Q13769	Q9Y2L8
Q12905	Q16629
P46087	Q02543
Q6I9Y2	Q92995
Q16864	O75312
O75351	O75312
P27797	Q04695
P55769	Q13595
Q9HCE1	Q96L21
Q15599	Q16762
Q92542	Q15019
Q96L21	P62899
P47914	Q8NHW5
P07814	P41250
Q9Y3B4	P62847
Q96L21	P46783
Q9NQR4	Q15818
P56537	P62829
Q92542	Q8IY81
Q92542	Q53GS9
Q92542	Q9BVJ6
P38919	Q8TF74
P55769	Q86VM9
P18124	Q71UM5
O15116	Q86TB9
Q92542	P62280
Q9Y2X3	P62701
Q86W42	Q8WU90
Q92542	P49756
Q92542	O94906
P32119	P30044
Q9BVP2	P56537
Q9H1C7	Q9Y5U9
Q9H1C7	Q9NX14
Q9H1C7	O14949
Q9UKY7	P48382
P49411	Q6P1L8
Q00839	Q9Y3A4
Q9UKY7	O43819
Q8IWZ8	O15400
Q8IWZ8	Q9Y4P3
Q4G0N4	P25325
P49406	Q53S58
Q4G0N4	A5PLL7
Q9H1C7	Q9H3N1
Q99459	Q9BVJ6
Q99459	Q86VM9
P54105	P61586
Q92542	O75494
Q92542	Q15050
Q92542	Q13595
Q9HCE1	P62847
P60981	P13489
Q92542	Q9BYV6
Q12906	Q9Y6G3
Q16630	P36954
Q3ZCQ8	O94826
Q8IWZ8	P35270
P45974	Q8IWV7
Q70CQ2	Q9Y3C8
Q70CQ2	P61960
P45974	O00488
Q8IWV7	O00488
Q70CQ2	O95218
Q9BYD1	Q8WVM8
Q9H9H4	Q9GZL7
Q9Y4Z0	Q08AM6
Q9NR30	O00159
Q15599	P51531
Q13895	Q92979
P27694	Q04323
P46087	Q15050
O43865	Q6ZVM7
P43243	Q9BVJ6
Q96DV4	Q2NL82
P62241	Q8TED0
Q96QV6	P04908
O60231	Q8WU10
Q12906	Q15293
Q12906	Q9H9J2
Q8IZX4	P49848
Q8WYQ5	Q15555
Q96FV9	O43818
P61758	Q15046
Q9UKY7	Q6PJG2
Q4G0N4	P63167
Q4G0N4	P00491
P46087	P62913
P46087	P61313
Q92542	Q9Y3A4
P46087	P62081
Q9NR30	Q9UNL2
Q4G0N4	P16949
Q96A35	Q2NL82
Q9UKY7	Q9Y277
P61086	O75083
Q12906	O43290
P46777	Q71UM5
Q9HCE1	P46783
P27708	P68366
P20671	P62701
Q9H2H8	P49903
A0AVT1	P15374
Q00341	O75436
Q9UKM9	Q14498
P22087	P46782
O95400	Q9BRX5
P46087	P18124
Q9NQ39	P62280
Q9NQ39	P62979
O14979	P08621
Q15819	Q15942
Q9BUJ2	Q15907
Q12905	Q7Z2W9
Q14978	Q9BVJ6
Q9H2W6	Q93050
Q6KC79	O96008
Q9BRA2	P04818
P05141	P63220
P49721	P54727
P62424	Q71UM5
Q99729	Q9Y676
Q12906	Q04695
Q9BVP2	P46087
P31150	Q15907
P62820	Q15907
Q6P2Q9	O95905
P32119	P51688
Q9BYD2	Q53S58
Q9Y4Z0	Q5JSH3
P52272	Q96PK6
Q92499	Q8TEQ6
Q13435	Q9Y2W1
P52815	P61960
P62851	Q71UM5
P50395	Q15907
Q96E11	P82979
Q07020	Q15185
Q9BQG0	Q13123
P24928	Q9Y230
P49411	O60783
Q15819	Q04323
Q9Y4Z0	Q8WU10
O75436	O75312
P36957	Q9NYK5
Q02878	P07814
P49790	Q8TCS8
P55809	O94888
Q92783	O95218
P68104	Q9Y2R9
Q92499	O43815
P08238	P18621
P23396	Q7KZF4
O75955	P51148
P02545	Q9BV38
Q96TC7	Q9UI12
P21912	Q9H936
Q9BYN0	P09493
Q12905	P62745
Q9Y2S0	O75575
P38159	Q15424
P49411	Q9NWU5
Q92887	O43678
Q04837	P67809
Q13769	P08670
O43143	P04004
Q12906	Q6ZRP7
Q8N5N7	Q2NL82
Q15819	P21281
P78318	Q8NI22
P78318	P17931
P78318	Q16864
P78318	Q13310
P78318	Q15365
P78318	Q6PGN9
P78318	P31949
Q15819	Q93008
P78318	P62937
P78318	P63000
P78318	Q92783
P04818	O75083
Q9NP97	Q14315
Q99816	O14980
Q9Y2X3	Q15050
Q12906	Q9BRJ2
Q96T37	P09493
P78318	Q9H2H8
O00567	Q8IY81
Q9NVA2	A5PLL7
Q16181	Q9BVJ6
P39210	Q16540
P78318	Q9Y244
P54105	Q92882
Q12906	Q9P015
P68104	P51149
P39210	Q9Y3B7
Q99459	O00422
O43390	Q9Y6G3
P13473	P33993
P13473	Q09028
P13473	Q15393
Q9UI12	P45880
P10515	P29803
P43897	Q96E11
P56537	P62847
Q53GS9	P18583
Q53GS9	Q12789
P51571	Q99832
O75380	Q07157
Q9BQG0	Q15050
Q15424	P18583
Q10471	P62244
Q13123	P12270
Q04323	Q93008
Q9UHD9	P46937
P56537	P20700
P46087	P62241
Q01844	Q9UHR5
P50225	P46937
P21912	Q96PK6
Q99459	P04004
Q14197	P57105
P09661	Q16181
P05198	Q99575
P55809	Q3ZAQ7
Q92887	P63027
O43396	Q13838
P49411	Q9Y2R9
Q92542	O75475
P05141	P23396
P33993	Q15459
Q9Y3E5	Q9Y5K8
O75533	Q9UI30
P26373	Q71UM5
Q9UHA4	O43678
Q92499	Q9BVK6
Q00839	Q9BYV6
P78318	P19105
P78318	O60925
P78318	Q9BRX5
P78318	Q9NTZ6
P78318	P61956
Q96T51	P50990
Q15819	Q70CQ2
Q15819	O94888
Q6UN15	Q9C0J8
P51668	O75312
Q9Y2S0	O14802
Q15459	Q13595
Q9Y4Z0	Q99707
Q16719	P06753
P06702	P11387
P39210	Q9BYC8
P82979	Q9Y277
P62136	Q16629
P27797	P14625
P39210	Q9Y6M9
P11717	Q92544
P08238	P50914
P50454	P11441
Q12906	O60313
P36578	Q71UM5
Q13561	P33991
O15514	Q6STE5
Q9HCE5	Q9NRS6
P62491	Q15907
Q9NQ39	P62266
P50454	O15400
P50454	Q9Y4P3
Q05519	P04004
Q00839	Q9Y6G3
Q13813	Q9NP81
P23246	Q13243
Q12906	P51571
P62841	Q9Y5K8
P41252	O43776
O60232	Q92783
O60232	P61956
O60232	Q9UGI8
Q9BYN0	Q6YHU6
Q9NP77	Q9BWD1
Q9BYN0	Q70CQ2
Q92783	Q70CQ2
O60232	Q04323
O60232	Q9Y3C8
O94888	Q16864
Q9BVJ6	Q9BV38
Q9NRR5	Q96K21
Q9NRR5	O75312
Q12905	P11498
Q16719	Q92925
Q2NL82	Q9H269
P25705	P07237
P52272	Q7KZF4
Q13523	Q9Y5B9
Q9Y6Y8	Q9BTM9
Q12906	Q9UMR5
Q92542	Q14980
Q9NX63	P62318
Q8NI27	Q15386
P62841	Q9Y487
P31040	Q96E29
P49411	Q9BYD3
P07910	Q9Y3A4
Q9UBT2	O43865
O43865	P53992
Q9UBT2	Q01130
Q9UBT2	Q99611
O43865	P50225
Q9UBT2	Q15654
O43865	Q14166
O43865	P62837
O43865	P68036
O43865	Q70CQ2
Q9UBT2	Q9UHD9
Q9UBT2	Q9C0B0
Q9UBT2	Q96K21
Q8NHW5	P62266
Q92542	O00567
Q92542	P11387
O15116	O43395
Q00839	Q9Y5H9
Q71UM5	P62318
Q99460	Q15459
Q15046	Q16763
Q9NQC3	Q07157
O43678	P63173
O43175	O15260
O95155	Q70CQ2
P62987	Q9C0B0
Q16763	Q86VM9
Q14694	Q86VM9
Q15233	P18583
Q86U44	Q9HCE5
P04179	Q9P0L0
P63146	Q9NRR5
P30405	Q9BQ15
Q13561	P33993
Q99816	Q9GZL7
P55209	Q53EL6
O00567	P62701
Q08211	P33778
Q9UKV3	Q8IXI1
P04216	P63279
Q8IX01	P62072
P41223	Q13595
Q15631	A0AVT1
P41223	P04004
P41223	Q86VM9
Q86TB9	O43172
Q9BV20	Q08209
O43396	P45974
Q12906	P11498
Q9UHA4	P36543
Q9Y333	Q9BRZ2
Q12905	Q8NHW5
P09493	Q15942
Q15599	Q9BSH4
Q13423	O14957
